dt,equity_usd
2021-03-11 00:00:00+00:00,122.44944050515755
2021-03-12 00:00:00+00:00,120.60595392897895
2021-03-13 00:00:00+00:00,124.6998868873983
2021-03-14 00:00:00+00:00,121.85039167550953
2021-03-15 00:00:00+00:00,118.96483911547455
2021-03-16 00:00:00+00:00,123.92604953609828
2021-03-17 00:00:00+00:00,127.56640836142005
2021-03-18 00:00:00+00:00,123.92099582200107
2021-03-19 00:00:00+00:00,125.40031384023455
2021-03-20 00:00:00+00:00,123.8697287667153
2021-03-21 00:00:00+00:00,123.01708555199342
2021-03-22 00:00:00+00:00,119.02317988407694
2021-03-23 00:00:00+00:00,119.29256078104387
2021-03-24 00:00:00+00:00,116.61666463533105
2021-03-25 00:00:00+00:00,116.39989584126481
2021-03-26 00:00:00+00:00,122.31830806558568
2021-03-27 00:00:00+00:00,122.32727043262274
2021-03-28 00:00:00+00:00,122.47853658779171
2021-03-29 00:00:00+00:00,124.16900896976904
2021-03-30 00:00:00+00:00,126.30106492827717
2021-03-31 00:00:00+00:00,126.98362036089314
2021-04-01 00:00:00+00:00,126.86908476487203
2021-04-02 00:00:00+00:00,126.91247360306517
2021-04-03 00:00:00+00:00,125.70802919110186
2021-04-04 00:00:00+00:00,127.52747963617367
2021-04-05 00:00:00+00:00,128.4734299389733
2021-04-06 00:00:00+00:00,129.23737562763242
2021-04-07 00:00:00+00:00,126.06096145124016
2021-04-08 00:00:00+00:00,128.81576076864584
2021-04-09 00:00:00+00:00,129.3219052485812
2021-04-10 00:00:00+00:00,130.64743184949404
2021-04-11 00:00:00+00:00,132.59843336781623
2021-04-12 00:00:00+00:00,133.69581695588553
2021-04-13 00:00:00+00:00,136.748338272883
2021-04-14 00:00:00+00:00,136.8463099227134
2021-04-15 00:00:00+00:00,137.8243664089827
2021-04-16 00:00:00+00:00,134.88716796315168
2021-04-17 00:00:00+00:00,133.24867538737448
2021-04-18 00:00:00+00:00,128.5762858018729
2021-04-19 00:00:00+00:00,126.3977088512775
2021-04-20 00:00:00+00:00,128.96721006254884
2021-04-21 00:00:00+00:00,126.04631587049246
2021-04-22 00:00:00+00:00,124.29300559636366
2021-04-23 00:00:00+00:00,120.11921621622895
2021-04-24 00:00:00+00:00,119.92362501278922
2021-04-25 00:00:00+00:00,121.34365903462476
2021-04-26 00:00:00+00:00,122.21105976534521
2021-04-27 00:00:00+00:00,123.01302752897097
2021-04-28 00:00:00+00:00,123.72902346403221
2021-04-29 00:00:00+00:00,123.37304554550265
2021-04-30 00:00:00+00:00,124.48593530205682
2021-05-01 00:00:00+00:00,126.47677686840478
2021-05-02 00:00:00+00:00,125.69170909532563
2021-05-03 00:00:00+00:00,127.70485061387149
2021-05-04 00:00:00+00:00,126.06627541688239
2021-05-05 00:00:00+00:00,130.42219067432606
2021-05-06 00:00:00+00:00,129.80978852966717
2021-05-07 00:00:00+00:00,129.59651643257723
2021-05-08 00:00:00+00:00,131.05041860072583
2021-05-09 00:00:00+00:00,130.69160273305081
2021-05-10 00:00:00+00:00,128.8219024564053
2021-05-11 00:00:00+00:00,131.24989217263612
2021-05-12 00:00:00+00:00,127.54807976517635
2021-05-13 00:00:00+00:00,127.29243715868228
2021-05-14 00:00:00+00:00,129.3226593316092
2021-05-15 00:00:00+00:00,127.35997861465431
2021-05-16 00:00:00+00:00,127.8368123550026
2021-05-17 00:00:00+00:00,126.06563971374199
2021-05-18 00:00:00+00:00,128.11464516530427
2021-05-19 00:00:00+00:00,118.64713615387889
2021-05-20 00:00:00+00:00,120.47740017868952
2021-05-21 00:00:00+00:00,119.41349525446687
2021-05-22 00:00:00+00:00,117.92750391203172
2021-05-23 00:00:00+00:00,116.05458068520502
2021-05-24 00:00:00+00:00,116.05458068520502
2021-05-25 00:00:00+00:00,116.05458068520502
2021-05-26 00:00:00+00:00,116.05458068520502
2021-05-27 00:00:00+00:00,116.05458068520502
2021-05-28 00:00:00+00:00,116.05458068520502
2021-05-29 00:00:00+00:00,116.05458068520502
2021-05-30 00:00:00+00:00,116.05458068520502
2021-05-31 00:00:00+00:00,116.05458068520502
2021-06-01 00:00:00+00:00,116.05458068520502
2021-06-02 00:00:00+00:00,116.05458068520502
2021-06-03 00:00:00+00:00,116.05458068520502
2021-06-04 00:00:00+00:00,116.05458068520502
2021-06-05 00:00:00+00:00,116.05458068520502
2021-06-06 00:00:00+00:00,116.05458068520502
2021-06-07 00:00:00+00:00,116.05458068520502
2021-06-08 00:00:00+00:00,116.05458068520502
2021-06-09 00:00:00+00:00,116.05458068520502
2021-06-10 00:00:00+00:00,116.05458068520502
2021-06-11 00:00:00+00:00,116.05458068520502
2021-06-12 00:00:00+00:00,116.05458068520502
2021-06-13 00:00:00+00:00,116.05458068520502
2021-06-14 00:00:00+00:00,116.05458068520502
2021-06-15 00:00:00+00:00,116.05458068520502
2021-06-16 00:00:00+00:00,116.05458068520502
2021-06-17 00:00:00+00:00,116.05458068520502
2021-06-18 00:00:00+00:00,116.05458068520502
2021-06-19 00:00:00+00:00,116.05458068520502
2021-06-20 00:00:00+00:00,116.05458068520502
2021-06-21 00:00:00+00:00,116.05458068520502
2021-06-22 00:00:00+00:00,116.05458068520502
2021-06-23 00:00:00+00:00,116.05458068520502
2021-06-24 00:00:00+00:00,116.05458068520502
2021-06-25 00:00:00+00:00,116.05458068520502
2021-06-26 00:00:00+00:00,116.05458068520502
2021-06-27 00:00:00+00:00,116.05458068520502
2021-06-28 00:00:00+00:00,116.05458068520502
2021-06-29 00:00:00+00:00,116.05458068520502
2021-06-30 00:00:00+00:00,116.05458068520502
2021-07-01 00:00:00+00:00,116.05458068520502
2021-07-02 00:00:00+00:00,116.05458068520502
2021-07-03 00:00:00+00:00,116.05458068520502
2021-07-04 00:00:00+00:00,116.05458068520502
2021-07-05 00:00:00+00:00,116.05458068520502
2021-07-06 00:00:00+00:00,116.05458068520502
2021-07-07 00:00:00+00:00,116.05458068520502
2021-07-08 00:00:00+00:00,116.05458068520502
2021-07-09 00:00:00+00:00,116.05458068520502
2021-07-10 00:00:00+00:00,116.05458068520502
2021-07-11 00:00:00+00:00,116.05458068520502
2021-07-12 00:00:00+00:00,116.05458068520502
2021-07-13 00:00:00+00:00,116.05458068520502
2021-07-14 00:00:00+00:00,116.05458068520502
2021-07-15 00:00:00+00:00,116.05458068520502
2021-07-16 00:00:00+00:00,116.05458068520502
2021-07-17 00:00:00+00:00,116.05458068520502
2021-07-18 00:00:00+00:00,116.05458068520502
2021-07-19 00:00:00+00:00,116.05458068520502
2021-07-20 00:00:00+00:00,116.05458068520502
2021-07-21 00:00:00+00:00,116.05458068520502
2021-07-22 00:00:00+00:00,116.05458068520502
2021-07-23 00:00:00+00:00,116.05458068520502
2021-07-24 00:00:00+00:00,116.05458068520502
2021-07-25 00:00:00+00:00,116.05458068520502
2021-07-26 00:00:00+00:00,116.05458068520502
2021-07-27 00:00:00+00:00,116.05458068520502
2021-07-28 00:00:00+00:00,116.05458068520502
2021-07-29 00:00:00+00:00,116.05458068520502
2021-07-30 00:00:00+00:00,116.05458068520502
2021-07-31 00:00:00+00:00,116.05458068520502
2021-08-01 00:00:00+00:00,116.05458068520502
2021-08-02 00:00:00+00:00,116.05458068520502
2021-08-03 00:00:00+00:00,116.05458068520502
2021-08-04 00:00:00+00:00,116.05458068520502
2021-08-05 00:00:00+00:00,116.05458068520502
2021-08-06 00:00:00+00:00,116.05458068520502
2021-08-07 00:00:00+00:00,116.05458068520502
2021-08-08 00:00:00+00:00,116.05458068520502
2021-08-09 00:00:00+00:00,116.05458068520502
2021-08-10 00:00:00+00:00,117.07970088880586
2021-08-11 00:00:00+00:00,118.49714196220137
2021-08-12 00:00:00+00:00,117.74185495717981
2021-08-13 00:00:00+00:00,122.44497235479497
2021-08-14 00:00:00+00:00,122.79510124980075
2021-08-15 00:00:00+00:00,123.38608082622954
2021-08-16 00:00:00+00:00,122.04553643029156
2021-08-17 00:00:00+00:00,121.55577220026497
2021-08-18 00:00:00+00:00,124.66057029143398
2021-08-19 00:00:00+00:00,128.20096735274788
2021-08-20 00:00:00+00:00,133.06489378693772
2021-08-21 00:00:00+00:00,134.0229012817408
2021-08-22 00:00:00+00:00,135.48332691312777
2021-08-23 00:00:00+00:00,138.03296597848453
2021-08-24 00:00:00+00:00,138.59191678262505
2021-08-25 00:00:00+00:00,135.8995139827673
2021-08-26 00:00:00+00:00,131.11471387012557
2021-08-27 00:00:00+00:00,138.2136980203151
2021-08-28 00:00:00+00:00,137.74133199503598
2021-08-29 00:00:00+00:00,136.7601334199817
2021-08-30 00:00:00+00:00,133.0455592367109
2021-08-31 00:00:00+00:00,133.44946075947738
2021-09-01 00:00:00+00:00,137.39094699920793
2021-09-02 00:00:00+00:00,139.91936162263843
2021-09-03 00:00:00+00:00,140.66357841102038
2021-09-04 00:00:00+00:00,140.07782752241124
2021-09-05 00:00:00+00:00,142.97714071294385
2021-09-06 00:00:00+00:00,142.84600219775564
2021-09-07 00:00:00+00:00,129.3540137846156
2021-09-08 00:00:00+00:00,128.51541199686085
2021-09-09 00:00:00+00:00,130.121059165507
2021-09-10 00:00:00+00:00,131.52735958515845
2021-09-11 00:00:00+00:00,135.40611249504514
2021-09-12 00:00:00+00:00,137.35975751008976
2021-09-13 00:00:00+00:00,133.14787844537858
2021-09-14 00:00:00+00:00,134.5643676210312
2021-09-15 00:00:00+00:00,137.95497288109252
2021-09-16 00:00:00+00:00,140.9385547214108
2021-09-17 00:00:00+00:00,140.56918744713093
2021-09-18 00:00:00+00:00,140.7370356503721
2021-09-19 00:00:00+00:00,140.24650811181382
2021-09-20 00:00:00+00:00,131.95723725526358
2021-09-21 00:00:00+00:00,130.801186666574
2021-09-22 00:00:00+00:00,137.045025092897
2021-09-23 00:00:00+00:00,138.63512223655562
2021-09-24 00:00:00+00:00,136.11609024810951
2021-09-25 00:00:00+00:00,134.30764381091774
2021-09-26 00:00:00+00:00,133.56587240596605
2021-09-27 00:00:00+00:00,133.14180197930136
2021-09-28 00:00:00+00:00,130.9078574082181
2021-09-29 00:00:00+00:00,132.64150968186084
2021-09-30 00:00:00+00:00,133.55679574743044
2021-10-01 00:00:00+00:00,134.9449077693035
2021-10-02 00:00:00+00:00,135.84269524666124
2021-10-03 00:00:00+00:00,135.9764479282293
2021-10-04 00:00:00+00:00,134.60329693544378
2021-10-05 00:00:00+00:00,134.8444420889737
2021-10-06 00:00:00+00:00,133.30088518942148
2021-10-07 00:00:00+00:00,133.75350592652023
2021-10-08 00:00:00+00:00,133.0635070152228
2021-10-09 00:00:00+00:00,133.26761842019096
2021-10-10 00:00:00+00:00,130.6020239234031
2021-10-11 00:00:00+00:00,130.81316483437303
2021-10-12 00:00:00+00:00,130.85948191368337
2021-10-13 00:00:00+00:00,131.76493716528407
2021-10-14 00:00:00+00:00,132.83732586445382
2021-10-15 00:00:00+00:00,133.67015887090426
2021-10-16 00:00:00+00:00,133.95264865729945
2021-10-17 00:00:00+00:00,133.81503181182572
2021-10-18 00:00:00+00:00,134.01710800666785
2021-10-19 00:00:00+00:00,134.6184918308917
2021-10-20 00:00:00+00:00,136.39410045022476
2021-10-21 00:00:00+00:00,135.2135036313455
2021-10-22 00:00:00+00:00,135.0604360828546
2021-10-23 00:00:00+00:00,135.48384985304438
2021-10-24 00:00:00+00:00,135.23203697253444
2021-10-25 00:00:00+00:00,137.34930859352792
2021-10-26 00:00:00+00:00,136.2483551817475
2021-10-27 00:00:00+00:00,133.42304930763112
2021-10-28 00:00:00+00:00,135.36662966865643
2021-10-29 00:00:00+00:00,137.04551212740444
2021-10-30 00:00:00+00:00,136.64331950523916
2021-10-31 00:00:00+00:00,136.67381071262906
2021-11-01 00:00:00+00:00,136.88322513779664
2021-11-02 00:00:00+00:00,138.14772115949847
2021-11-03 00:00:00+00:00,138.97774786723363
2021-11-04 00:00:00+00:00,138.22120497540104
2021-11-05 00:00:00+00:00,138.414335991216
2021-11-06 00:00:00+00:00,139.43410490642353
2021-11-07 00:00:00+00:00,139.97545845635466
2021-11-08 00:00:00+00:00,141.44212471922853
2021-11-09 00:00:00+00:00,141.7084934198184
2021-11-10 00:00:00+00:00,139.90495119458538
2021-11-11 00:00:00+00:00,140.91820385437583
2021-11-12 00:00:00+00:00,140.39548225822404
2021-11-13 00:00:00+00:00,140.88288514141118
2021-11-14 00:00:00+00:00,141.30150080298614
2021-11-15 00:00:00+00:00,140.27273275677035
2021-11-16 00:00:00+00:00,137.07216547032706
2021-11-17 00:00:00+00:00,137.01627936755216
2021-11-18 00:00:00+00:00,134.11590026308366
2021-11-19 00:00:00+00:00,135.98492324959497
2021-11-20 00:00:00+00:00,137.6167455507677
2021-11-21 00:00:00+00:00,137.43386875737136
2021-11-22 00:00:00+00:00,136.6487485903512
2021-11-23 00:00:00+00:00,137.0956737116523
2021-11-24 00:00:00+00:00,137.31360448033655
2021-11-25 00:00:00+00:00,139.2447226947781
2021-11-26 00:00:00+00:00,136.090764094711
2021-11-27 00:00:00+00:00,136.67563753384593
2021-11-28 00:00:00+00:00,136.6548269585724
2021-11-29 00:00:00+00:00,137.48545610096124
2021-11-30 00:00:00+00:00,136.82093681523915
2021-12-01 00:00:00+00:00,137.0925629915964
2021-12-02 00:00:00+00:00,136.2957151813313
2021-12-03 00:00:00+00:00,135.42624741601117
2021-12-04 00:00:00+00:00,131.8009342788323
2021-12-05 00:00:00+00:00,131.6254454892568
2021-12-06 00:00:00+00:00,132.11637622017096
2021-12-07 00:00:00+00:00,131.97389683823155
2021-12-08 00:00:00+00:00,132.4574172939621
2021-12-09 00:00:00+00:00,131.82097570489705
2021-12-10 00:00:00+00:00,131.52928032721496
2021-12-11 00:00:00+00:00,131.7344102175249
2021-12-12 00:00:00+00:00,131.72273940748752
2021-12-13 00:00:00+00:00,131.72273940748752
2021-12-14 00:00:00+00:00,131.72273940748752
2021-12-15 00:00:00+00:00,131.72273940748752
2021-12-16 00:00:00+00:00,131.72273940748752
2021-12-17 00:00:00+00:00,131.72273940748752
2021-12-18 00:00:00+00:00,131.72273940748752
2021-12-19 00:00:00+00:00,131.72273940748752
2021-12-20 00:00:00+00:00,131.72273940748752
2021-12-21 00:00:00+00:00,131.72273940748752
2021-12-22 00:00:00+00:00,131.72273940748752
2021-12-23 00:00:00+00:00,131.72273940748752
2021-12-24 00:00:00+00:00,131.72273940748752
2021-12-25 00:00:00+00:00,131.72273940748752
2021-12-26 00:00:00+00:00,131.72273940748752
2021-12-27 00:00:00+00:00,131.72273940748752
2021-12-28 00:00:00+00:00,131.72273940748752
2021-12-29 00:00:00+00:00,131.72273940748752
2021-12-30 00:00:00+00:00,131.72273940748752
2021-12-31 00:00:00+00:00,131.72273940748752
2022-01-01 00:00:00+00:00,131.72273940748752
